title,authors,publication_year,num_pages,average_rating
Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of Us,Donna Freitas,2004,239,3.59
Full House: The Spread of Excellence from Plato to Darwin,Stephen Jay Gould,1997,256,3.96
Eight Little Piggies: Reflections in Natural History,Stephen Jay Gould,1994,480,4.09
Time's Arrow  Time's Cycle: Myth and Metaphor in the Discovery of Geological Time,Stephen Jay Gould,1988,240,3.92
The Hedgehog  the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanities,Stephen Jay Gould,2004,288,3.63
The Panda's Thumb: More Reflections in Natural History,Stephen Jay Gould,1992,343,4.11
Bully for Brontosaurus: Reflections in Natural History,Stephen Jay Gould,1992,544,4.15
Hen's Teeth and Horse's Toes: Further Reflections in Natural History,Stephen Jay Gould,1994,413,4.1
The Richness of Life: The Essential Stephen Jay Gould,Stephen Jay Gould/Paul McGarr/Oliver Sacks/Steven Rose,2007,672,4.25
The Wheel of Life: A Memoir of Living and Dying,Elisabeth Kübler-Ross,1998,288,4.16
Persuasive Communication,James B. Stiff/Paul A. Mongeau,2002,351,3.31
The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles  #1),Joseph Delaney,2005,325,3.99
Spooks: The Haunting of America: The Private Use of Secret Agents,Jim Hougan,1978,478,4.12
No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet,Howard F. Lyman/Glen Merzer/Joanna Samorow-Merzer/Caldwell B. Esselstyn Jr.,2005,288,3.93
Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospitals,Vicki Constantine Croke/Vicki Constantine Croke,1999,194,3.95
ER Vets: Life in an Animal Emergency Room,Donna M. Jackson,2005,96,3.91
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,2004,592,3.6
Citizen Girl,Emma McLaughlin/Nicola Kraus,2005,305,2.4
On the Origin of Species by Means of Natural Selection,Charles Darwin/Michael T. Ghiselin,2006,321,3.98
The Origin of Species/The Voyage of the Beagle,Charles Darwin/Richard Dawkins,2003,1024,4.15
Genetics and the Origin of Species,Theodosius Dobzhansky/Niles Eldredge/Stephen Jay Gould,1982,364,4.14
Organized Crime,Michael D. Lyman/Gary W. Potter,2006,496,3.8
Physics of Fully Ionized Gases,Lyman S. Spitzer Jr.,2006,192,4.25
Criminal Investigation: The Art and the Science,Michael D. Lyman,2004,536,4.21
A Collection of Rudyard Kipling's Just So Stories,Rudyard Kipling/Christopher Corr,2004,128,4.09
Collected Stories,Rudyard Kipling,1994,911,4.06
Just So Stories,Rudyard Kipling,2003,210,4.09
If: A Father's Advice to His Son,Rudyard Kipling/Charles R. Smith Jr.,2007,40,4.39
Much Ado about Nothing,William Shakespeare/Jacky Bratton,1998,284,4.07
Much Ado about Nothing,William Shakespeare/Roma Gill,2004,160,4.07
The Waste Land,T.S. Eliot/Michael North,2000,320,4.11
The Annotated Waste Land with Eliot's Contemporary Prose,T.S. Eliot/Lawrence Rainey,2006,304,4.11
The Waste Land and Other Writings,T.S. Eliot/Mary Karr,2002,272,4.21
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,2003,422,4.24
Timequake,Kurt Vonnegut Jr.,1997,219,3.72
Climb the Family Tree  Jesse Bear!,Nancy White Carlstrom/Bruce Degen,2004,32,3.49
What a Scare  Jesse Bear,Nancy White Carlstrom/Bruce Degen,2012,32,3.47
Political Philosophy: A Beginners' Guide for Students and Politicians,Adam Swift,2006,240,3.93
Liberals and Communitarians,Stephen Mulhall/Adam Swift,1996,388,4.0
Political Philosophy: A Beginner's Guide for Students and Politicians,Adam Swift,2001,194,3.93
Seven Men and Two Others,Max Beerbohm,2001,288,3.88
Dakota,Matt Braun,2005,306,3.72
El Paso,Matt Braun,1999,256,3.35
The Visual Arts: A History,Hugh Honour/John Fleming,2002,960,3.85
The Visual Arts: A History  Volume 2,Hugh Honour/John Fleming,2005,604,4.0
The Visual Arts: A History,Hugh Honour/John Fleming,2005,936,3.85
The Brooklyn Bridge (Wonders of the World),Elizabeth Mann/Alan Witschonke,2006,46,4.44
John Adams,John Patrick Diggins/Arthur M. Schlesinger Jr.,2003,224,3.88
The I Ching or Book of Changes,Richard Wilhelm/Cary F. Baynes/C.G. Jung,1989,739,4.19
The Complete I Ching: The Definitive Translation,Anonymous/Alfred Huang,2004,539,4.28
I Ching: The Book of Change,Anonymous/John Blofeld,1991,240,4.19
The Everyday I Ching,Sarah Dening,1997,224,4.19
Richard Matheson's Hell House  Book 1,Ian Edginton/Simon Fraser,2005,48,4.08
H.G. Wells' The War of the Worlds (Graphic Novel),Ian Edginton/D'Israeli,2006,70,3.87
New Complete Guide to Sewing,Reader's Digest Association,2002,384,4.23
A Reader's Digest Songbook: Remembering Yesterday's Hits,William L. Simon,1987,12,4.38
Complete Guide to the Bible,Reader's Digest Association,1998,448,4.58
焼きたて!!ジャぱん 1,Takashi Hashiguchi/橋口 たかし,2002,187,3.97
200 Quilt Blocks: To Mix and Match,Davina Thomas,2005,128,4.09
The Girl in the Glass,Jeffrey Ford,2005,304,3.72
Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call,2006,452,4.03
Peter Pan in Scarlet,Geraldine McCaughrean/Scott M. Fischer,2006,307,3.55
It's All Too Much: An Easy Plan for Living a Richer Life with Less Stuff,Peter Walsh,2007,230,3.85
Peter Pan,J.M. Barrie/Michael Hague,2003,176,4.08
The Callahan Chronicals (Callahan's #1-3),Spider Robinson,1997,416,4.31
The Pinhoe Egg  (Chrestomanci  #6),Diana Wynne Jones,2006,515,4.06
The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones,2007,598,4.21
The Time of the Ghost,Diana Wynne Jones,1981,291,3.66
Whitethorn Woods,Maeve Binchy,2007,339,3.61
The Builders,Maeve Binchy,2006,87,3.97
Dublin 4,Maeve Binchy,2006,256,3.64
Victoria Line  Central Line,Maeve Binchy,2006,432,3.6
Echoes,Maeve Binchy,1997,496,3.8
Firefly Summer,Maeve Binchy,2006,928,3.91
Aches & Pains,Maeve Binchy/Wendy Shea,2000,99,3.53
The Glass Lake,Maeve Binchy,2005,704,3.93
The Copper Beech,Maeve Binchy,2005,407,3.91
Dr. Jekyll and Mr. Hyde (Bullseye Chillers),Kate McMullan/Paul Van Munching/Glenn Dean/Kate McCullan/Robert Louis Stevenson,1984,96,3.81
Harry Potter and the Sorcerer's Stone (Harry Potter  #1),J.K. Rowling/Mary GrandPré,1999,424,4.47
Code Word Kangaroo (Adam Sharp #6),George E. Stanley/Guy Francis,2004,48,4.14
Operation Spy School (Adam Sharp  #4),George E. Stanley/Guy Francis,2003,44,3.8
The Empty Envelope (A to Z Mysteries  #5),Ron Roy/John Steven Gurney,2009,96,4.06
The School Skeleton (A to Z Mysteries  #19),Ron Roy/John Steven Gurney,2003,96,3.99
Moose Master (Adam Sharp #5),George E. Stanley/Guy Francis,2004,48,4.12
La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,2006,383,4.38
Eva Hesse Drawing,Catherine de Zegher/Elisabeth Sussman,2006,344,4.55
Inferno,Dante Alighieri/Anthony M. Esolen,2005,560,4.0
The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis,2006,756,3.5
Wither (Wendy Ward  #1),J.G. Passarella,2000,438,3.71
Howl's Moving Castle Film Comic  Vol. 1,Hayao Miyazaki/Diana Wynne Jones,2005,176,4.41
Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics  #1),Hayao Miyazaki/Diana Wynne Jones,2005,184,4.41
The Theban Plays: Antigone  King Oidipous & Oidipous at Colonus (Focus Classical Library),Sophocles/Ruby Blondell,2001,248,3.97
The Complete Greek Tragedies  Volume 2: Sophocles,Sophocles/David Grene/Richmond Lattimore,1992,472,4.14
Doctor Faustus,Thomas Mann/John E. Woods,1999,535,4.08
Doctor Faustus,Christopher Marlowe/David Wootton,2005,192,3.8
Doctor Faustus,Thomas Mann/T.J. Reed/H.T. Lowe-Porter,1992,580,4.08
The Makioka Sisters,Jun'ichirō Tanizaki/Edward G. Seidensticker,1995,530,4.03
Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss,1996,217,4.16
Quicksand,Jun'ichirō Tanizaki/Howard Hibbett,1995,224,3.65
Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers,2001,237,3.69
Seven Japanese Tales,Jun'ichirō Tanizaki/Howard Hibbett,1996,298,3.85
A Cat  a Man  and Two Women,Jun'ichirō Tanizaki/Paul McCarthy,1992,164,3.8
The Reed Cutter & Captain Shigemoto's Mother,Jun'ichirō Tanizaki/Anthony H. Chambers,1995,180,3.67
In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,1977,56,4.09
Le chat  son maître et ses deux maîtresses,Jun'ichirō Tanizaki,1997,210,3.8
Small Gods (Discworld  #13),Terry Pratchett,2005,400,4.29
Wintersmith (Discworld  #35; Tiffany Aching  #3),Terry Pratchett,2006,325,4.24
Strata,Terry Pratchett,1988,285,3.49
The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings),Terry Pratchett,2003,502,4.07
The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,2005,228,4.0
The Truth (Discworld  #25; Industrial Revolution  #2),Terry Pratchett,2002,336,4.27
A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),Terry Pratchett,2005,352,4.3
The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett/Paul Kidby,2002,176,4.17
Wyrd Sisters (Discworld  #6; Witches #2),Terry Pratchett,2001,265,4.13
A Tourist Guide to Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby,1998,32,4.06
The Light Fantastic (Discworld  #2; Rincewind #2),Terry Pratchett,2000,277,3.97
Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,2005,228,4.03
Interesting Times: The Play,Stephen Briggs/Terry Pratchett,2002,102,4.15
Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,2001,176,4.0
Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett,2005,396,3.94
Darwin's Watch (The Science of Discworld  #3),Terry Pratchett/Ian Stewart/Jack Cohen,2006,344,3.94
Reaper Man (Discworld  #11; Death  #2),Terry Pratchett,2005,352,4.28
Only You Can Save Mankind (Johnny Maxwell  #1),Terry Pratchett,2006,210,3.72
The Flying Sorcerers: More Comic Tales of Fantasy,Peter Haining/Roald Dahl/Terry Pratchett/Angela Carter/Arthur C. Clarke/Kurt Vonnegut Jr./C.S. Lewis/P.G. Wodehouse/Michael Moorcock/L. Sprague de Camp/Fletcher Pratt/Eric Knight/Mervyn Peake/Piers Anthony/John Collier/Fredric Brown/Nelson S. Bond/Thomas M. Disch/Robert Bloch/Stephen Leacock/John Wyndham/Stanisław Lem/Cordwainer Smith/Robert Sheckley/William F. Nolan/Harry Harrison,1999,383,3.99
Where's My Cow? (Discworld  #34.5),Terry Pratchett/Melvyn Grant,2005,32,4.11
Lords and Ladies (Discworld  #14; Witches #4),Terry Pratchett,2005,400,4.17
Guards! Guards! (Discworld  #8),Terry Pratchett,2001,355,4.33
Hogfather (Discworld  #20; Death  #4),Terry Pratchett,2006,432,4.23
The Amazing Maurice and His Educated Rodents (Discworld  #28),Terry Pratchett,2001,256,4.05
Rincewind the Wizzard,Terry Pratchett,1999,649,4.21
Going Postal (Discworld  #33),Terry Pratchett,2004,377,4.38
The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett/Paul Kidby,2001,160,4.17
Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,1999,296,4.14
Truckers (Bromeliad Trilogy  #1),Terry Pratchett,2004,261,3.92
X-Statix  Volume 1: Good Omens,Peter Milligan/Mike Allred/Paul Pope,2003,128,3.97
Elliott Erwitt: Snaps,Murray Sayle/Charles Flowers/Elliott Erwitt,2003,544,4.72
If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,2002,344,4.0
Real Ultimate Power: The Official Ninja Book,Robert  Hamburger,2004,193,4.0
Team Yankee,Harold Coyle,1988,330,4.07
At Sword's Point (Knights of the Blood  #2),Scott MacMillan/Katherine Kurtz,1994,352,3.52
Treasure of Khan (Dirk Pitt  #19),Clive Cussler/Dirk Cussler,2006,552,3.91
The Treasure Principle: Unlocking the Secret of Joyful Giving,Randy Alcorn,2001,120,4.13
Snow Treasure,Marie McSwigan/Mary Reardon,2006,208,3.97
The Damnation Game,Clive Barker,2002,433,3.82
The Damnation Game,Clive Barker,1989,374,3.82
Texas Hold'em for Dummies,Mark Harlan,2006,267,3.82
Soldiers of Destruction: The SS Death's Head Division  1933-1945,Charles W. Sydnor Jr.,1990,375,3.99
Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Maurice Wright/Paul Greengrass,1987,392,3.73
Nobody Loves a Centurion (SPQR  #6),John Maddox Roberts,2003,288,4.14
The Centurion's Empire,Sean McMullen,1999,416,3.61
The Centurions (The Centurions  #1),Damion Hunter,1981,384,4.14
The Heights of Courage: A Tank Leader's War on the Golan,Avigdor Kahalani,1992,234,4.2
Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,2005,612,4.42
Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome,Bob Madgic/William L. Crary/Adrian Esteban,2007,264,3.77
Shattered Bonds: The Color of Child Welfare,Dorothy Roberts,2002,352,4.19
Shattered Dance,Caitlin Brennan,2006,442,3.91
The Shattered Land (Eberron: The Dreaming Dark  #2),Keith Baker,2006,374,3.65
Koko's Kitten,Francine Patterson/Ronald H. Cohn,1987,32,4.3
13th Directorate,Barry Chubin,1989,0,2.62
The Aviators (Brotherhood of War  #8),W.E.B. Griffin,1989,464,4.25
All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,2004,240,4.03
Legends  Lies  Cherished Myths of World History,Richard Shenkman,2011,320,3.47
Trevayne,Robert Ludlum,2004,528,3.62
Trevayne,Jonathan Ryder/Robert Ludlum,1986,469,3.62
Red Phoenix,Larry Bond,1995,791,4.02
Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us,Rick Hicks/Kathy Hicks,1999,384,3.36
The Boomer Bible,R.F. Laird,1991,880,4.23
A Matter of Trust (Justice  #0),Radclyffe,2006,240,4.21
A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,Diana Palmer,2005,440,4.04
A Matter Of Trust,Deb Stover,2000,256,3.31
A Matter of Trust,Penny Jordan,1994,224,2.61
Mortal Fear (Mississippi #1),Greg Iles,1998,704,4.0
Mortal Fear,Robin Cook,1989,364,3.75
Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen,1998,348,3.6
Lonesome Dove,Larry McMurtry,2000,864,4.49
Comanche Moon,Larry McMurtry,1997,752,4.03
Night of the Fox (Dougal Munro and Jack Carter #1),Jack Higgins,2008,352,3.92
Mitla Pass,Leon Uris,1989,495,3.84
The Complete Clive Barker's The Great And Secret Show,Chris Ryall/Gabriel Rodríguez/Clive Barker,2006,136,4.23
The Great And Secret Show (Book of the Art #1),Clive Barker,1990,698,4.05
Star Bright (Star Power  #8),Catherine Hapka,2005,160,3.67
Bright Star's Promise,Karen A. Bale,1994,444,2.77
Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,2005,240,4.14
The Dragon Reborn (The Wheel of Time  #3),Robert Jordan,2002,624,4.25
My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,2005,96,4.1
The Book of the Dragon,Ciruelo Cabral,2005,144,4.2
Must Love Dragons (Immortally Sexy  #2),Stephanie Rowe,2006,342,3.98
Player's Handbook II,David Noonan,2006,221,3.76
Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen,2006,326,3.86
The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen,1993,416,4.27
Running with the Demon (Word & Void #1),Terry Brooks,1998,503,3.97
The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),Terry Brooks,2005,1260,4.27
The Black Unicorn (Magic Kingdom of Landover #2),Terry Brooks,1988,307,3.77
Der Sohn von Shannara,Terry Brooks/Tony Westermayr,2000,224,4.16
First King of Shannara (Shannara Prequel),Terry Brooks,1996,0,3.96
The Best of Lester Del Rey,Lester del Rey/Terry Brooks,2000,320,3.79
The Phantom Menace (Star Wars: Novelizations  #1),Terry Brooks/George Lucas,2000,336,3.57
L'epée de Shannara,Terry Brooks/Rosalie Guillaume,2002,390,3.45
Star Wars. Episode I - Die dunkle Bedrohung,Terry Brooks/George Lucas/Regina Winter,1999,320,3.57
The Deming Management Method,Mary Walton,1992,254,3.95
The Scions of Shannara (Heritage of Shannara  #1),Terry Brooks,2006,512,3.99
The Three Musketeers (Classic Starts),Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober,2007,151,4.12
The One Minute Minute Sales Person,Spencer Johnson,2000,109,3.78
JLA  Vol. 14: Trial by Fire,Joe Kelly/Doug Mahnke/Tom Nguyen,2004,144,3.67
Manhunter  Vol. 2: Trial by Fire,Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker,2007,224,3.9
Trial by Fire (Stargate SG-1  #1),Sabine C. Bauer,2006,237,3.79
Trial By Fire,D.W. Buffa,2006,322,3.76
Trial by Fire (Newpointe 911 #4),Terri Blackstock,2000,347,4.36
Sahara (Dirk Pitt  #11),Clive Cussler,2005,576,3.96
Sahara (Dirk Pitt  #11),Clive Cussler,1995,576,3.96
Africa South of the Sahara: A Geographical Interpretation (Texts In Regional Geography),Robert Stock,2004,479,3.12
Ellora's Cavemen: Dreams of the Oasis Volume II,Sylvia Day/B.J. McCall/Sahara Kelly/Elisa Adams/Denise A. Agnew/Anna J. Evans,2005,272,3.63
Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield,Mark Nesbitt,1995,75,4.03
SeinLanguage,Jerry Seinfeld,1993,180,3.63
Der Richter und sein Henker,Friedrich Dürrenmatt/John J. Neumaier/William Gillis,1972,208,3.73
It Doesn't Take a Hero: The Autobiography of General H. Norman Schwarzkopf,Norman Schwarzkopf/Peter Petre,1993,640,4.04
Battle Cry of Freedom,James M. McPherson,2003,867,4.35
The Straight Dope,Cecil Adams,1998,432,4.19
Return of the Straight Dope,Cecil Adams/Ed Zotti/Slug Signorino,1999,448,4.22
Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix),Richard P. Feynman/Robert B. Leighton/Matthew L. Sands/Paul Davies,1996,176,4.21
The Feynman Lectures on Physics Vol 2,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,2005,512,4.62
Sliding Scales (Pip & Flinx #10),Alan Dean Foster,2005,257,3.88
Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8),Alan Dean Foster,2006,358,3.68
Star Trek: Logs One and Two (Star Trek: Log  #1-2),Alan Dean Foster,2006,370,3.46
Mid-Flinx (Pip & Flinx #7),Alan Dean Foster,1996,352,3.94
Alien,Alan Dean Foster,1979,270,4.09
The Chronicles of Riddick,Alan Dean Foster,2007,342,3.95
With Friends Like These...,Alan Dean Foster,1977,236,3.94
Nor Crystal Tears (Humanx Commonwealth  #9),Alan Dean Foster,1994,231,4.03
The Hour of the Gate (Spellsinger  #2),Alan Dean Foster,2005,304,3.84
Betcha Can't Read Just One,Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem,1993,242,3.92
Star Wars: The Approaching Storm,Alan Dean Foster,2002,344,3.51
Chorus Skating (Spellsinger  #8),Alan Dean Foster,1994,344,3.62
Star Trek: Logs Five and Six (Star Trek: Log  #5-6),Alan Dean Foster,2006,388,3.65
Star Trek: Logs 7-10,Alan Dean Foster,1995,788,3.71
The Hand of Dinotopia,Alan Dean Foster/James Gurney,2002,416,3.96
Interlopers,Alan Dean Foster,2001,313,3.33
Alien Nation,Alan Dean Foster,1988,217,3.55
Phylogenesis (Founding of the Commonwealth  #1),Alan Dean Foster,2000,304,3.82
Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa/Jay Rubin/Haruki Murakami/Yoshihiro Tatsumi,2006,268,4.13
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,2003,345,3.78
There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro/Jared Lee/Skip Hinnant,2006,1,3.85
The Red Badge of Courage & The Veteran,Stephen Crane/Shelby Foote,2000,336,3.38
The Red Badge of Courage and Four Stories,Stephen Crane/James Dickey,1997,240,3.35
The Red Badge of Courage (Classic Starts),Oliver Ho/Jamel Akib/Arthur Pober/Stephen Crane,2006,160,3.86
New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),Robert Jordan/Charles Keegan,2004,464,4.27
Lord of Chaos (The Wheel of Time  #6),Robert Jordan,1995,1011,4.13
Crossroads of Twilight (Wheel of Time  #10),Robert Jordan,2003,818,3.82
